문서,섹션,항목,내용
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Өнөөдрийн ажил","Зөөврийн шат ашиглан гадна ханын будаг хийх ажил"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Энэ ажлын гол аюул","өндрөөс унах эрсдэл, зөөврийн шат ганхах эсвэл унах, хүчтэй салхи"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Ажил эхлэхийн өмнө","Унахаас хамгаалах хэрэгсэл өмсөж, аюулгүй тавцан дотор ажиллана."
"외국인 근로자 출력본","몽골어 / Монгол хэл","2","Дугуйг түгжиж, хамгаалалтын хашлагыг шалгана."
"외국인 근로자 출력본","몽골어 / Монгол хэл","3","Салхи хүчтэй болох эсвэл шат ганхвал ажлыг шууд зогсооно."
"외국인 근로자 출력본","몽골어 / Монгол хэл","4","Ойлгоогүй бол ажлаа зогсоож, ахлагчаас дахин тайлбар хүсээрэй."
"외국인 근로자 출력본","네팔어 / नेपाली","1","제조·건설·농축산 현장 외국인 근로자 안내에서 활용도가 높은 언어"
"외국인 근로자 출력본","네팔어 / नेपाली","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 출력본","네팔어 / नेपाली","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 출력본","네팔어 / नेपाली","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 출력본","네팔어 / नेपाली","2","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 출력본","네팔어 / नेपाली","3","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 출력본","네팔어 / नेपाली","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","1","고용허가제 송출국 근로자 안내에서 필요한 동남아권 주요 언어"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","2","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","3","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 출력본","영어 / English","1","필리핀 등 영어 사용 가능 근로자와 현장 공용 안내를 위한 보조 언어"
"외국인 근로자 출력본","영어 / English","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 출력본","영어 / English","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 출력본","영어 / English","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 출력본","영어 / English","2","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 출력본","영어 / English","3","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 출력본","영어 / English","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","1","동남아권 현장 근로자 안전 안내 확장에 적합한 언어"
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","2","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","3","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","1","고용허가제 송출국과 현장 안전 안내 확장에 필요한 언어"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","2","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","3","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 출력본","사용 전 확인","1","자동 번역 또는 기본 문구는 현장 통역자, 관리자, 해당 언어 가능자 확인 후 사용합니다."
"외국인 근로자 출력본","사용 전 확인","2","작업방법, 작업중지 기준, 보호구 명칭은 현장 실물과 함께 다시 확인합니다."
"외국인 근로자 전송본","기본정보","1","[SafeGuard 외국인 근로자 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","2","쉬운 한국어:"
"외국인 근로자 전송본","기본정보","3","위험하면 작업을 멈추고 바로 관리자에게 말하세요."
"외국인 근로자 전송본","기본정보","4","보호구를 착용하고, 지시를 이해한 뒤 작업을 시작하세요."
"외국인 근로자 전송본","기본정보","5","[SafeGuard 베트남어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","6","베트남어(Tiếng Việt)"
"외국인 근로자 전송본","기본정보","- Công việc hôm nay","Sơn tường ngoài bằng giàn giáo di động"
"외국인 근로자 전송본","기본정보","- Nguy cơ chính của công việc này","nguy cơ rơi ngã, giàn giáo di động rung hoặc lật, gió mạnh"
"외국인 근로자 전송본","기본정보","- Trước khi bắt đầu","Mang dây an toàn và thiết bị bảo hộ, chỉ làm việc trong khu vực an toàn."
"외국인 근로자 전송본","기본정보","7","Khóa bánh xe, kiểm tra lan can và không di chuyển giàn giáo khi có người ở trên."
"외국인 근로자 전송본","기본정보","8","Nếu gió mạnh hơn hoặc giàn giáo rung, hãy dừng công việc ngay."
"외국인 근로자 전송본","기본정보","9","Nếu chưa hiểu, hãy dừng lại và yêu cầu quản lý giải thích lại."
"외국인 근로자 전송본","기본정보","Quản lý xác nhận","kiểm tra lại nội dung này với phiên dịch hoặc người biết ngôn ngữ này."
"외국인 근로자 전송본","기본정보","10","[SafeGuard 중국어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","11","중국어(中文)"
"외국인 근로자 전송본","기본정보","- 今天的作业","使用移动脚手架进行外墙涂装"
"외국인 근로자 전송본","기본정보","- 本作业的主要危险","坠落危险, 移动脚手架晃动或倾倒, 强风"
"외국인 근로자 전송본","기본정보","- 开始前","佩戴防坠落防护用品，只在安全平台内作业。"
"외국인 근로자 전송본","기본정보","12","锁好脚轮，确认护栏，禁止载人移动脚手架。"
"외국인 근로자 전송본","기본정보","13","如风力增强或脚手架晃动，请立即停止作业。"
"외국인 근로자 전송본","기본정보","14","如果没有理解，请停止作业并请现场负责人再次说明。"
"외국인 근로자 전송본","기본정보","管理人员确认","请由翻译或懂该语言的人员确认后再发送。"
"외국인 근로자 전송본","기본정보","15","[SafeGuard 태국어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","16","태국어(ภาษาไทย)"
"외국인 근로자 전송본","기본정보","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 전송본","기본정보","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 전송본","기본정보","17","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 전송본","기본정보","18","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 전송본","기본정보","19","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","20","[SafeGuard 우즈베크어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","21","우즈베크어(O'zbekcha)"
"외국인 근로자 전송본","기본정보","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 전송본","기본정보","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 전송본","기본정보","22","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 전송본","기본정보","23","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 전송본","기본정보","24","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","25","[SafeGuard 몽골어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","26","몽골어(Монгол хэл)"
"외국인 근로자 전송본","기본정보","- Өнөөдрийн ажил","Зөөврийн шат ашиглан гадна ханын будаг хийх ажил"
"외국인 근로자 전송본","기본정보","- Энэ ажлын гол аюул","өндрөөс унах эрсдэл, зөөврийн шат ганхах эсвэл унах, хүчтэй салхи"
"외국인 근로자 전송본","기본정보","- Ажил эхлэхийн өмнө","Унахаас хамгаалах хэрэгсэл өмсөж, аюулгүй тавцан дотор ажиллана."
"외국인 근로자 전송본","기본정보","27","Дугуйг түгжиж, хамгаалалтын хашлагыг шалгана."
"외국인 근로자 전송본","기본정보","28","Салхи хүчтэй болох эсвэл шат ганхвал ажлыг шууд зогсооно."
"외국인 근로자 전송본","기본정보","29","Ойлгоогүй бол ажлаа зогсоож, ахлагчаас дахин тайлбар хүсээрэй."
"외국인 근로자 전송본","기본정보","Ахлагчийн баталгаажуулалт","орчуулагч эсвэл энэ хэлийг мэддэг хүнээр шалгуулна."
"외국인 근로자 전송본","기본정보","30","[SafeGuard 네팔어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","31","네팔어(नेपाली)"
"외국인 근로자 전송본","기본정보","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 전송본","기본정보","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 전송본","기본정보","32","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 전송본","기본정보","33","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 전송본","기본정보","34","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","35","[SafeGuard 캄보디아어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","36","캄보디아어(ភាសាខ្មែរ)"
"외국인 근로자 전송본","기본정보","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 전송본","기본정보","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 전송본","기본정보","37","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 전송본","기본정보","38","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 전송본","기본정보","39","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","40","[SafeGuard 영어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","41","영어(English)"
"외국인 근로자 전송본","기본정보","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 전송본","기본정보","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 전송본","기본정보","42","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 전송본","기본정보","43","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 전송본","기본정보","44","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","45","[SafeGuard 인도네시아어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","46","인도네시아어(Bahasa Indonesia)"
"외국인 근로자 전송본","기본정보","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 전송본","기본정보","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 전송본","기본정보","47","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 전송본","기본정보","48","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 전송본","기본정보","49","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","50","[SafeGuard 미얀마어 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","작업","서울 성수동 건설업 외벽 석재 마감 작업. 시스템 비계와 이동식 비계 사용, 작업자 6명, 신규 투입자 1명, 오후 강풍 예보. 추락과 자재 낙하 위험을 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","51","미얀마어(မြန်မာဘာသာ)"
"외국인 근로자 전송본","기본정보","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind"
"외국인 근로자 전송본","기본정보","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 전송본","기본정보","52","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 전송본","기본정보","53","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 전송본","기본정보","54","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","관리자 확인","이 문구는 현장 통역 또는 관리자 확인 후 전송하세요."
"현장 공유 메시지","기본정보","1","[오늘 작업 안전공지] 세이프건설"
"현장 공유 메시지","기본정보","현장","서울 성수동 근린생활시설 현장"
"현장 공유 메시지","기본정보","작업","외벽 도장 작업"
"현장 공유 메시지","기본정보","핵심위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"현장 공유 메시지","기본정보","필수조치","작업 전 비계 고정핀, 바퀴 잠금, 작업발판 상태 점검 / 풍속 상승 또는 돌풍 체감 시 즉시 작업중지 후 지상 대기 / 작업반장 주도로 보호구 착용과 작업구간 출입통제를 확인"
"현장 공유 메시지","기본정보","2","TBM 및 당일 안전교육 내용 확인 후 작업 시작 바랍니다."
"현장 공유 메시지","외국인 근로자 공지","1","[SafeGuard 외국인 근로자 안전공지] 세이프건설"
"현장 공유 메시지","외국인 근로자 공지","현장","서울 성수동 근린생활시설 현장"
"현장 공유 메시지","외국인 근로자 공지","핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"현장 공유 메시지","외국인 근로자 공지","2","쉬운 한국어:"
"현장 공유 메시지","외국인 근로자 공지","3","위험하면 작업을 멈추고 바로 관리자에게 말하세요."
"현장 공유 메시지","외국인 근로자 공지","4","보호구를 착용하고, 지시를 이해한 뒤 작업을 시작하세요."
