문서,섹션,항목,내용
"외국인 근로자 전송본","기본정보","핵심 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"외국인 근로자 전송본","기본정보","21","우즈베크어(O'zbekcha)"
"외국인 근로자 전송본","기본정보","- Today's work","Heavy box stacking and manual handling"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","forklift route conflict, heat illness, heavy-load handling"
"외국인 근로자 전송본","기본정보","- Before starting","Separate the forklift route from worker walking paths before work starts."
"외국인 근로자 전송본","기본정보","22","Take water and rest breaks, and report dizziness immediately."
"외국인 근로자 전송본","기본정보","23","Use carts or team lifting and stop if back or shoulder pain occurs."
"외국인 근로자 전송본","기본정보","24","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","25","[SafeGuard 몽골어 안전공지] 대성창고"
"외국인 근로자 전송본","기본정보","현장","대구 달서구 물류창고"
"외국인 근로자 전송본","기본정보","작업","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"외국인 근로자 전송본","기본정보","26","몽골어(Монгол хэл)"
"외국인 근로자 전송본","기본정보","- Өнөөдрийн ажил","Хүнд хайрцаг өрөх, гараар зөөх ажил"
"외국인 근로자 전송본","기본정보","- Энэ ажлын гол аюул","сэрээт ачигч ба явган хүний зам огтлолцох, heat illness, heavy-load handling"
"외국인 근로자 전송본","기본정보","- Ажил эхлэхийн өмнө","Ажил эхлэхээс өмнө ачигчийн зам ба явган хүний замыг тусгаарлана."
"외국인 근로자 전송본","기본정보","27","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"외국인 근로자 전송본","기본정보","28","지게차 이동구간 접근금지와 신호수 위치 확인"
"외국인 근로자 전송본","기본정보","29","Ойлгоогүй бол ажлаа зогсоож, ахлагчаас дахин тайлбар хүсээрэй."
"외국인 근로자 전송본","기본정보","Ахлагчийн баталгаажуулалт","орчуулагч эсвэл энэ хэлийг мэддэг хүнээр шалгуулна."
"외국인 근로자 전송본","기본정보","관리자 확인","이 문구는 현장 통역 또는 관리자 확인 후 전송하세요."
"현장 공유 메시지","기본정보","1","[오늘 작업 안전공지] 대성창고"
"현장 공유 메시지","기본정보","현장","대구 달서구 물류창고"
"현장 공유 메시지","기본정보","작업","고중량 박스 적재 및 수작업 운반"
"현장 공유 메시지","기본정보","핵심위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"현장 공유 메시지","기본정보","필수조치","작업 전 물·그늘·휴식 기준과 이상 증상 보고 절차 공유 / 2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지 / 지게차 이동구간 접근금지와 신호수 위치 확인"
"현장 공유 메시지","기본정보","2","TBM 및 당일 안전교육 내용 확인 후 작업 시작 바랍니다."
"현장 공유 메시지","외국인 근로자 공지","1","[SafeGuard 외국인 근로자 안전공지] 대성창고"
"현장 공유 메시지","외국인 근로자 공지","현장","대구 달서구 물류창고"
"현장 공유 메시지","외국인 근로자 공지","핵심 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"현장 공유 메시지","외국인 근로자 공지","2","쉬운 한국어:"
"현장 공유 메시지","외국인 근로자 공지","3","위험하면 작업을 멈추고 바로 관리자에게 말하세요."
"현장 공유 메시지","외국인 근로자 공지","4","보호구를 착용하고, 지시를 이해한 뒤 작업을 시작하세요."
