문서,섹션,항목,내용
"외국인 근로자 전송본","SafeClaw Монгол хэл","3","Салхи хүчтэй болох эсвэл шат ганхвал ажлыг шууд зогсооно."
"외국인 근로자 전송본","SafeClaw Монгол хэл","4","Ойлгоогүй бол ажлаа зогсоож, ахлагчаас дахин тайлбар хүсээрэй."
"외국인 근로자 전송본","SafeClaw Монгол хэл","Ахлагчийн баталгаажуулалт","орчуулагч эсвэл энэ хэлийг мэддэг хүнээр шалгуулна."
"외국인 근로자 전송본","SafeClaw नेपाली","1","नेपाली"
"외국인 근로자 전송본","SafeClaw नेपाली","⚠️ जोखिम संकेत","⚠️ 🧱 🌬️ 🚧। यी संकेत देखेमा पहिले काम रोक्नुहोस् र सुपरभाइजरलाई सोध्नुहोस्।"
"외국인 근로자 전송본","SafeClaw नेपाली","- आजको काम","चलायमान स्काफोल्ड प्रयोग गरी बाहिरी भित्तामा रंग लगाउने काम"
"외국인 근로자 전송본","SafeClaw नेपाली","- यस कामका मुख्य जोखिमहरू","खस्ने जोखिम, चलायमान स्काफोल्ड हल्लिने वा पल्टिने, बलियो हावा, फोर्कलिफ्ट बाटो र पैदल बाटो जुध्ने"
"외국인 근로자 전송본","SafeClaw नेपाली","- ⚠️ जोखिम संकेत","⚠️ 🧱 🌬️ 🚧। यी संकेत देखेमा पहिले काम रोक्नुहोस् र सुपरभाइजरलाई सोध्नुहोस्।"
"외국인 근로자 전송본","SafeClaw नेपाली","- काम सुरु गर्नु अघि","खस्नबाट जोगाउने सुरक्षा उपकरण लगाउनुहोस् र सुरक्षित प्लेटफर्मभित्र काम गर्नुहोस्।"
"외국인 근로자 전송본","SafeClaw नेपाली","2","पाङ्ग्रा लक गर्नुहोस्, रेलिङ जाँच गर्नुहोस्, मानिस माथि हुँदा स्काफोल्ड नसार्नुहोस्।"
"외국인 근로자 전송본","SafeClaw नेपाली","3","हावा बलियो भयो वा स्काफोल्ड हल्लियो भने तुरुन्त काम रोक्नुहोस्।"
"외국인 근로자 전송본","SafeClaw नेपाली","4","नबुझेमा काम रोक्नुहोस् र सुपरभाइजरलाई फेरि बुझाउन भन्नुहोस्।"
"외국인 근로자 전송본","SafeClaw नेपाली","5","📎 पढ्न गाह्रो भएमा तस्बिर, छोटो सुरक्षा भिडियो र प्रत्यक्ष प्रदर्शन हेर्नुहोस्।"
"외국인 근로자 전송본","SafeClaw नेपाली","सुपरभाइजर पुष्टि","यो सन्देश अनुवादक वा यो भाषा जान्ने व्यक्तिसँग जाँच गर्नुहोस्।"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","1","ភាសាខ្មែរ"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","2","⚠️ សញ្ញាគ្រោះថ្នាក់៖ ⚠️ 🧱 🌬️ 🚧។ បើឃើញសញ្ញាទាំងនេះ សូមឈប់មុន ហើយសួរអ្នកគ្រប់គ្រង។"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","- ការងារថ្ងៃនេះ","លាបពណ៌ជញ្ជាំងក្រៅដោយប្រើរន្ទាចល័ត"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","- ហានិភ័យសំខាន់នៃការងារនេះ","ហានិភ័យធ្លាក់ពីកម្ពស់, រន្ទាចល័តរង្គើ ឬដួល, ខ្យល់ខ្លាំង, ផ្លូវរថយន្តលើកកាត់ផ្លូវដើរ"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","3","⚠️ សញ្ញាគ្រោះថ្នាក់៖ ⚠️ 🧱 🌬️ 🚧។ បើឃើញសញ្ញាទាំងនេះ សូមឈប់មុន ហើយសួរអ្នកគ្រប់គ្រង។"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","- មុនចាប់ផ្តើម","ពាក់ឧបករណ៍ការពារការធ្លាក់ ហើយធ្វើការនៅលើវេទិកាសុវត្ថិភាពប៉ុណ្ណោះ។"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","4","ចាក់សោកង់ ពិនិត្យរបាំងការពារ ហើយកុំរុញរន្ទាពេលមានមនុស្សនៅលើ។"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","5","បើខ្យល់ខ្លាំង ឬរន្ទារង្គើ សូមឈប់ការងារភ្លាមៗ។"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","6","បើមិនយល់ សូមឈប់ការងារ ហើយសួរអ្នកគ្រប់គ្រងឱ្យពន្យល់ម្តងទៀត។"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","7","📎 បើអានពិបាក សូមមើលរូបភាព វីដេអូខ្លីៗ ឬសុំអ្នកគ្រប់គ្រងបង្ហាញផ្ទាល់។"
"외국인 근로자 전송본","SafeClaw ភាសាខ្មែរ","8","ការបញ្ជាក់ពីអ្នកគ្រប់គ្រង៖ សូមពិនិត្យជាមួយអ្នកបកប្រែ ឬអ្នកដែលចេះភាសានេះ។"
"외국인 근로자 전송본","SafeClaw English","1","English"
"외국인 근로자 전송본","SafeClaw English","⚠️ Warning signs","⚠️ 🧱 🌬️ 🚧. If you see these signs, stop first and ask the supervisor."
"외국인 근로자 전송본","SafeClaw English","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 전송본","SafeClaw English","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind, forklift route conflict"
"외국인 근로자 전송본","SafeClaw English","- ⚠️ Warning signs","⚠️ 🧱 🌬️ 🚧. If you see these signs, stop first and ask the supervisor."
"외국인 근로자 전송본","SafeClaw English","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 전송본","SafeClaw English","2","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 전송본","SafeClaw English","3","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 전송본","SafeClaw English","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","SafeClaw English","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","1","Bahasa Indonesia"
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","⚠️ Tanda bahaya","⚠️ 🧱 🌬️ 🚧. Jika melihat tanda ini, berhenti dulu dan tanya supervisor."
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","- Pekerjaan hari ini","Pengecatan dinding luar menggunakan perancah bergerak"
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","- Bahaya utama pekerjaan ini","risiko jatuh, perancah bergerak bergoyang atau terguling, angin kencang, jalur forklift bertemu jalur pejalan kaki"
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","- ⚠️ Tanda bahaya","⚠️ 🧱 🌬️ 🚧. Jika melihat tanda ini, berhenti dulu dan tanya supervisor."
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","- Sebelum mulai","Gunakan APD pencegah jatuh dan bekerja hanya di platform aman."
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","2","Kunci roda, periksa pagar pengaman, dan jangan pindahkan perancah saat ada pekerja di atasnya."
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","3","Jika angin makin kencang atau perancah bergerak, hentikan pekerjaan segera."
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","4","Jika belum paham, hentikan pekerjaan dan minta supervisor menjelaskan lagi."
"외국인 근로자 전송본","SafeClaw Bahasa Indonesia","Pemeriksaan supervisor","pastikan pesan ini dengan penerjemah atau pekerja yang memahami bahasa ini."
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","1","မြန်မာဘာသာ"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","⚠️ အန္တရာယ်အမှတ်အသား","⚠️ 🧱 🌬️ 🚧။ ဤအမှတ်အသားများတွေ့ပါက အရင်ရပ်ပြီး ကြီးကြပ်သူကို မေးပါ။"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","- ယနေ့လုပ်ငန်း","ရွှေ့ပြောင်းနိုင်သော ငြမ်းဖြင့် အပြင်နံရံ ဆေးသုတ်ခြင်း"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","- ဤလုပ်ငန်း၏ အဓိကအန္တရာယ်များ","ပြုတ်ကျနိုင်သော အန္တရာယ်, ရွှေ့ပြောင်းငြမ်း လှုပ်ခြင်း သို့မဟုတ် လဲခြင်း, လေပြင်း, ဖော့ကလစ်လမ်းကြောင်းနှင့် လူသွားလမ်း ထပ်နေခြင်း"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","- ⚠️ အန္တရာယ်အမှတ်အသား","⚠️ 🧱 🌬️ 🚧။ ဤအမှတ်အသားများတွေ့ပါက အရင်ရပ်ပြီး ကြီးကြပ်သူကို မေးပါ။"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","- လုပ်ငန်းမစတင်မီ","ပြုတ်ကျမှုကာကွယ်ရေး ပစ္စည်းဝတ်ဆင်ပြီး လုံခြုံသော platform အတွင်းသာ လုပ်ကိုင်ပါ။"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","2","ဘီးကိုလော့ခ်ချပါ၊ ကာရံကိုစစ်ဆေးပါ၊ လူရှိနေချိန်တွင် ငြမ်းကို မရွှေ့ပါနှင့်။"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","3","လေပြင်းလာပါက သို့မဟုတ် ငြမ်းလှုပ်ပါက အလုပ်ကို ချက်ချင်းရပ်ပါ။"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","4","နားမလည်ပါက အလုပ်ရပ်ပြီး ကြီးကြပ်သူအား ထပ်မံရှင်းပြရန် တောင်းဆိုပါ။"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","5","📎 စာဖတ်ရခက်ပါက ပုံ၊ တိုတောင်းသော ဗီဒီယို သို့မဟုတ် ကြီးကြပ်သူ၏ လက်တွေ့ ရှင်းပြချက်ကို ကြည့်ပါ။"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","6","ကြီးကြပ်သူအတည်ပြုချက် - ဤစာကို ဘာသာပြန်သူ သို့မဟုတ် ဤဘာသာစကားနားလည်သူနှင့် စစ်ဆေးပါ။"
"외국인 근로자 전송본","SafeClaw မြန်မာဘာသာ","관리자 확인","이 문구는 현장 통역 또는 관리자 확인 후 전송하세요."
"현장 공유 메시지","기본정보","1","[오늘 작업 안전공지] 세이프건설"
"현장 공유 메시지","기본정보","현장","서울 성수동 근린생활시설 현장"
"현장 공유 메시지","기본정보","작업","외벽 도장 작업"
"현장 공유 메시지","기본정보","특수 대상/조건","신규 투입자 1명 포함 — 작업중지 기준과 보호구 착용을 별도 복창 확인 / 강풍 조건 — 작업중지 기준과 대피 위치를 작업 전 공유"
"현장 공유 메시지","기본정보","핵심위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"현장 공유 메시지","기본정보","필수조치","작업 전 비계 고정핀, 바퀴 잠금, 작업발판 상태 점검 / 풍속 상승 또는 돌풍 체감 시 즉시 작업중지 후 지상 대기 / 작업반장 주도로 보호구 착용과 작업구간 출입통제를 확인"
"현장 공유 메시지","기본정보","2","TBM 및 당일 안전교육 내용 확인 후 작업 시작 바랍니다."
