문서,섹션,항목,내용
"외국인 근로자 전송본","기본정보","- Trước khi bắt đầu","Tách đường xe nâng và lối đi bộ trước khi bắt đầu."
"외국인 근로자 전송본","기본정보","7","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 전송본","기본정보","8","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 전송본","기본정보","9","Nếu chưa hiểu, hãy dừng lại và yêu cầu quản lý giải thích lại."
"외국인 근로자 전송본","기본정보","Quản lý xác nhận","kiểm tra lại nội dung này với phiên dịch hoặc người biết ngôn ngữ này."
"외국인 근로자 전송본","기본정보","10","[SafeGuard 중국어 안전공지] 한빛로지스"
"외국인 근로자 전송본","기본정보","현장","인천 남동공단 물류센터"
"외국인 근로자 전송본","기본정보","작업","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"외국인 근로자 전송본","기본정보","핵심 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"외국인 근로자 전송본","기본정보","11","중국어(中文)"
"외국인 근로자 전송본","기본정보","- 今天的作业","叉车装卸和拣货作业"
"외국인 근로자 전송본","기본정보","- 本作业的主要危险","叉车路线与人员通道交叉, slip hazard, heavy-load handling"
"외국인 근로자 전송본","기본정보","- 开始前","作业前分离叉车路线和人员通道。"
"외국인 근로자 전송본","기본정보","12","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 전송본","기본정보","13","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 전송본","기본정보","14","如果没有理解，请停止作业并请现场负责人再次说明。"
"외국인 근로자 전송본","기본정보","管理人员确认","请由翻译或懂该语言的人员确认后再发送。"
"외국인 근로자 전송본","기본정보","15","[SafeGuard 태국어 안전공지] 한빛로지스"
"외국인 근로자 전송본","기본정보","현장","인천 남동공단 물류센터"
"외국인 근로자 전송본","기본정보","작업","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"외국인 근로자 전송본","기본정보","핵심 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"외국인 근로자 전송본","기본정보","16","태국어(ภาษาไทย)"
"외국인 근로자 전송본","기본정보","- งานวันนี้","งานขนถ่ายและหยิบสินค้าโดยใช้รถยก"
"외국인 근로자 전송본","기본정보","- อันตรายหลักของงานนี้","เส้นทางรถยกตัดกับทางเดินคน, slip hazard, heavy-load handling"
"외국인 근로자 전송본","기본정보","- ก่อนเริ่มงาน","แยกเส้นทางรถยกและทางเดินคนก่อนเริ่มงาน"
"외국인 근로자 전송본","기본정보","17","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 전송본","기본정보","18","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 전송본","기본정보","19","หากไม่เข้าใจ ให้หยุดงานและขอให้หัวหน้างานอธิบายอีกครั้ง"
"외국인 근로자 전송본","기본정보","การยืนยันของหัวหน้างาน","ตรวจข้อความนี้กับล่ามหรือผู้ที่อ่านภาษานี้ได้ก่อนส่ง"
"외국인 근로자 전송본","기본정보","20","[SafeGuard 우즈베크어 안전공지] 한빛로지스"
"외국인 근로자 전송본","기본정보","현장","인천 남동공단 물류센터"
"외국인 근로자 전송본","기본정보","작업","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"외국인 근로자 전송본","기본정보","핵심 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"외국인 근로자 전송본","기본정보","21","우즈베크어(O'zbekcha)"
"외국인 근로자 전송본","기본정보","- Bugungi ish","Yuk ko'targich bilan yuklash, tushirish va terish"
"외국인 근로자 전송본","기본정보","- Bu ishdagi asosiy xavflar","yuk ko'targich yo'li va piyoda yo'li kesishishi, slip hazard, heavy-load handling"
"외국인 근로자 전송본","기본정보","- Ish boshlashdan oldin","Ish boshlanishidan oldin yuk ko'targich yo'li va piyoda yo'lini ajrating."
"외국인 근로자 전송본","기본정보","22","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 전송본","기본정보","23","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 전송본","기본정보","24","Tushunmagan bo'lsangiz, ishni to'xtating va rahbardan yana tushuntirishni so'rang."
"외국인 근로자 전송본","기본정보","Rahbar tasdig'i","xabarni tarjimon yoki shu tilni biladigan xodim bilan tekshiring."
"외국인 근로자 전송본","기본정보","25","[SafeGuard 몽골어 안전공지] 한빛로지스"
"외국인 근로자 전송본","기본정보","현장","인천 남동공단 물류센터"
"외국인 근로자 전송본","기본정보","작업","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"외국인 근로자 전송본","기본정보","핵심 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"외국인 근로자 전송본","기본정보","26","몽골어(Монгол хэл)"
"외국인 근로자 전송본","기본정보","- Өнөөдрийн ажил","Сэрээт ачигчаар ачих, буулгах ажил"
"외국인 근로자 전송본","기본정보","- Энэ ажлын гол аюул","сэрээт ачигч ба явган хүний зам огтлолцох, slip hazard, heavy-load handling"
"외국인 근로자 전송본","기본정보","- Ажил эхлэхийн өмнө","Ажил эхлэхээс өмнө ачигчийн зам ба явган хүний замыг тусгаарлана."
"외국인 근로자 전송본","기본정보","27","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 전송본","기본정보","28","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 전송본","기본정보","29","Ойлгоогүй бол ажлаа зогсоож, ахлагчаас дахин тайлбар хүсээрэй."
"외국인 근로자 전송본","기본정보","Ахлагчийн баталгаажуулалт","орчуулагч эсвэл энэ хэлийг мэддэг хүнээр шалгуулна."
"외국인 근로자 전송본","기본정보","관리자 확인","이 문구는 현장 통역 또는 관리자 확인 후 전송하세요."
"현장 공유 메시지","기본정보","1","[오늘 작업 안전공지] 한빛로지스"
"현장 공유 메시지","기본정보","현장","인천 남동공단 물류센터"
"현장 공유 메시지","기본정보","작업","상하차 및 피킹 작업"
"현장 공유 메시지","기본정보","핵심위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"현장 공유 메시지","기본정보","필수조치","지게차 전용 동선과 보행 동선을 바닥표시와 차단봉으로 분리 / 상하차 구간 진입 전 신호수 배치와 후진 경보 확인 / 고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"현장 공유 메시지","기본정보","2","TBM 및 당일 안전교육 내용 확인 후 작업 시작 바랍니다."
"현장 공유 메시지","외국인 근로자 공지","1","[SafeGuard 외국인 근로자 안전공지] 한빛로지스"
"현장 공유 메시지","외국인 근로자 공지","현장","인천 남동공단 물류센터"
"현장 공유 메시지","외국인 근로자 공지","핵심 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"현장 공유 메시지","외국인 근로자 공지","2","쉬운 한국어:"
"현장 공유 메시지","외국인 근로자 공지","3","위험하면 작업을 멈추고 바로 관리자에게 말하세요."
"현장 공유 메시지","외국인 근로자 공지","4","보호구를 착용하고, 지시를 이해한 뒤 작업을 시작하세요."
